Title,Topic,Post type,URL
Running an R Script on a Schedule: Docker Containers on gitlab,big-data,article,https://blog.rmhogervorst.nl/blog/2020/09/25/running-an-r-script-on-a-schedule-docker-containers/
PAMLr Manual,visualisation,article,https://kiranlda.github.io/PAMLrManual/
iLOADER | #1 Free Video Downloader Online,publishing,article,https://gabed.net/iloader/
The World is Full of Hoppiness | Aaron Smith,visualisation,article,https://asmith.ucdavis.edu/news/hoppiness
Exciting updates to my top 4 Shiny packages,shiny,article,https://deanattali.com/blog/4shinyupdates/
MOAR survey regression models - Biased and Inefficient,models,article,https://notstatschat.rbind.io/2020/09/24/moar-survey-regression-models/
Building a Simple Pipeline in R – Mathew Analytics,publishing,article,https://mathewanalytics.com/building-a-simple-pipeline-in-r/
"foreman • Unpacking, Interrogating and Subsetting R packages",visualisation,package,https://github.com/yonicd/foreman
RFSI • Random Forest Spatial Interpolation,visualisation,package,https://github.com/AleksandarSekulic/RFSI
Handle class imbalance in #TidyTuesday climbing expedition data with tidymodels | Julia Silge,models,article,https://juliasilge.com/blog/himalayan-climbing/
ggTimeSeries • Time series visualisation,visualisation,package,https://github.com/AtherEnergy/ggTimeSeries
Learn Thompson Sampling by Building an Ad Auction! — Count Bayesie,visualisation,article,https://www.countbayesie.com/blog/2020/9/26/learn-thompson-sampling-by-building-an-ad-auction
Building apps with {shinipsum} and {golem},shiny,article,https://www.brodrigues.co/blog/2020-09-27-golemdemo/
Free text in surveys - important issues in the 2017 New Zealand Election Study,text-analysis,article,http://freerangestats.info/blog/2020/09/26/nzes-issues
"Our new choropleth & symbol maps: Easier to use, better-looking, faster. - Datawrapper Blog",visualisation,article,https://blog.datawrapper.de/choropleth-symbol-maps-easier-faster-better-looking/
tabularmaps • Make 'tabular' Tile-Grid Geographical Maps,spatial,package,https://github.com/uribo/tabularmaps
whereami • Reliably return location where command is called from in R.,visualisation,package,https://github.com/yonicd/whereami
Fuzz Testing Your R Code - Nan Xiao | 肖楠,statistics,article,https://nanx.me/blog/post/fuzz-testing-your-r-code/
Visualising the PHWA voting for the 2020 NHL Awards – The Win Column,visualisation,article,https://thewincolumn.ca/2020/09/25/visualising-the-phwa-voting-for-the-2020-nhl-awards/
checkhelper • A package to help deal with devtools::check outputs,visualisation,package,https://github.com/ThinkR-open/checkhelper
Robust market equilibria: How to model uncertain buyer preferences - Facebook Research,visualisation,article,https://research.fb.com/blog/2020/09/robust-market-equilibria-how-to-model-uncertain-buyer-preferences/
Introducing the rintimg Package. Click on an Image and See it on Full Screen. | Mohamed El Fodil IHADDADEN,visualisation,article,https://ihaddadenfodil.com/post/introducing-the-rintimg-package-click-on-an-image-and-see-it-on-full-screen/
Journal of Open Source Software: hal9001: Scalable highly adaptive lasso regression in R,r-programming,article,https://joss.theoj.org/papers/10.21105/joss.02526
Introducing the creature package. Interactive Animations in Rmd Documents and Shiny Apps. | Mohamed El Fodil IHADDADEN,shiny,article,https://ihaddadenfodil.com/post/introducing-the-creature-package-interactive-animations-in-rmd-documents-and-shiny-apps/
Distill for R Markdown: Creating a Website,publishing,article,https://rstudio.github.io/distill/website.html
joeysvowels: An R package of vowel data,visualisation,article,https://joeystanley.com/blog/joeysvowels
Road Routing in R · Jindra Lacko,publishing,article,https://www.jla-data.net/eng/routing-in-r-context/
roxyglobals • Generate utils::globalVariables() from roxygen tags,visualisation,package,https://github.com/anthonynorth/roxyglobals
R Package Integration with Modern Reusable C++ Code Using Rcpp - Part 6 · R Views,text-analysis,article,https://rviews.rstudio.com/2020/09/28/r-package-integration-with-modern-reusable-c-code-using-rcpp-part-6/
supreme • Generate UML diagrams of Shiny modules,visualisation,package,https://github.com/strboul/supreme
Running an R Script on a Schedule: Gitlab,publishing,article,https://blog.rmhogervorst.nl/blog/2020/09/24/running-an-r-script-on-a-schedule-gitlab/
"RStudio AI Blog: sparklyr 1.4: Weighted Sampling, Tidyr Verbs, Robust Scaler, RAPIDS, and more",big-data,article,https://blogs.rstudio.com/ai/posts/2020-09-30-sparklyr-1.4.0-released/
Time Series Forecasting: KNN vs. ARIMA,visualisation,article,https://datageeek.com/2020/09/29/time-series-forecasting-knn-vs-arima/
"phyloseq • phyloseq is a set of classes, wrappers, and tools (in R) to make it easier to import, store, and analyze phylogenetic sequencing data; and to reproducibly share that data and analysis with others. See the phyloseq front page:",visualisation,package,https://github.com/joey711/phyloseq
tour_de_france • GitHub • dkuhman/tour_de_france,visualisation,package,https://github.com/dkuhman/tour_de_france
equatiomatic : un package bien sympathique ! - DellaData,visualisation,article,https://delladata.fr/equatiomatic-package/
Visualizing probability distributions across bivariate cyclic temporal granularities | Rob J Hyndman,publishing,article,https://robjhyndman.com/publications/gravitas/
Comparison with R / R libraries — pandas 1.2.3 documentation,text-analysis,article,https://pandas.pydata.org/pandas-docs/stable/getting_started/comparison/comparison_with_r.html
covid_positivity • A look at test positivity trends in Scotland using open-data.,visualisation,package,https://github.com/jakeybob/covid_positivity
Tidyverse,visualisation,article,https://www.tidyverse.org/blog/2020/09/usemodels-0-0-1/
What makes a good estimator? | Stitch Fix Technology – Multithreaded,statistics,article,https://multithreaded.stitchfix.com/blog/2020/09/24/what-makes-a-good-estimator/
companies-using-r • A Curated list of R uses in entreprise,visualisation,package,https://github.com/ThinkR-open/companies-using-r
June Choe: Demystifying stat_ layers in {ggplot2},visualisation,article,https://yjunechoe.github.io/posts/2020-09-26-demystifying-stat-layers-ggplot2/
rOpenSci | Rectifying Hand-Drawn Marks on Maps With the mapscanner Package,spatial,article,https://ropensci.org/blog/2020/09/29/mapscanner/
downloadthis • Implement Download Buttons in rmarkdown 💾,visualisation,package,https://github.com/fmmattioni/downloadthis
"xaringanBuilder • An R package for building xaringan slides into multiple outputs, including html, pdf, png, gif, pptx, and mp4.",publishing,package,https://github.com/jhelvy/xaringanBuilder
Introducing the {triangular} package for decomposing complex polygons to triangles - coolbutuseless,visualisation,article,https://coolbutuseless.github.io/2020/09/26/introducing-the-triangular-package-for-decomposing-complex-polygons-to-triangles/
Create an academic website for free in under an hour,visualisation,article,https://www.dsquintana.blog/create-an-academic-website-free-easy-2020/
Interactive Analysis of Sentence Embeddings,text-analysis,article,https://amitness.com/interactive-sentence-embeddings/
gglm • Grammar of Graphics for Linear Model Diagnostic Plots,visualisation,package,https://github.com/graysonwhite/gglm
reactor • unit testing for shiny reactivity,visualisation,package,https://github.com/yonicd/reactor
Optimisation of a Weibull survival model using Optimx() in R | Joshua Entrop,statistics,article,https://www.joshua-entrop.com/post/optim_weibull_reg/
Phylogenetic Tools for Comparative Biology: Customizing a plotted Mk discrete character evolution model,spatial,article,http://blog.phytools.org/2020/09/customizing-plotted-m-k-discrete.html
LeastSquaresIntroToML • Project introducing ML math concepts via least-squares curve fitting,visualisation,package,https://github.com/2to32minus1/LeastSquaresIntroToML
Introducing 3D ggplots with rayshader – Rayverse Blog,visualisation,article,https://www.tylermw.com/3d-ggplots-with-rayshader/
8.2 The two-way workflow between R Markdown and Word | R Markdown Cookbook,publishing,article,https://bookdown.org/yihui/rmarkdown-cookbook/word-redoc.html
sandpaper • (WIP) Create and Curate Carpentries Lessons,visualisation,package,https://github.com/carpentries/sandpaper
Geographic distance and Road distance are highly correlated (in the four largest municipalities of the Netherlands) | Wouter Steenbeek,visualisation,article,https://www.woutersteenbeek.nl/post/geometric-road-distance-g4/
mapping congressional roll calls · Jason Timm,spatial,article,https://www.jtimm.net/2020/09/28/mapping-congressional-roll-calls/
10 Tricks for tidyverse in R - Python and R Tips,visualisation,article,https://cmdlinetips.com/2019/12/10-tidyverse-tricks/
redoc • Project in suspended animation for now] Reversible Reproducible Documents,visualisation,package,https://github.com/noamross/redoc
How to extract tabular data from PDFs with R | Datajournalism How-To's,visualisation,article,https://blog.az.sg/posts/reading-pdfs-in-r/
Using Drake for ETL - Building A Shiny Real Estate App,visualisation,article,https://www.business-science.io/business/2020/09/24/using-drake-etl.html
EvaluLand 9: R with David Keyes,visualisation,article,https://evaluland.fireside.fm/9
calendR • Ready to print calendars with ggplot2,visualisation,package,https://github.com/R-CoderDotCom/calendR
ggrough • Convert ggplot2 chart to roughjs,visualisation,package,https://github.com/xvrdm/ggrough
Running an R Script on a Schedule: Heroku,publishing,article,https://blog.rmhogervorst.nl/blog/2020/09/21/running-an-r-script-on-a-schedule-heroku/
"googleCloudRunner • Easy R scripts on Google Cloud Platform via Cloud Run, Cloud Build and Cloud Scheduler",visualisation,package,https://github.com/MarkEdmondson1234/googleCloudRunner
R for Reproducibility - RSE Stories,visualisation,article,https://us-rse.org/rse-stories/2020/anna-krystalli/
Tidy Modeling with R,models,article,https://www.tmwr.org/
"Introducing our new book, Tidy Modeling with R | Julia Silge",models,article,https://juliasilge.com/blog/tidymodels-book/
shinya11y • accessibility (a11y) tooling for shiny,shiny,package,https://github.com/ewenme/shinya11y
Risk Scoring in Digital Contact Tracing Apps,statistics,article,https://staff.math.su.se/hoehle/blog/2020/09/17/gaen_riskscoring.html
statistical_rethinking_inla • homework problems from the 2nd edition of Statistical Rethinking by Richard McElreath worked in R-INLA,statistics,package,https://github.com/akawiecki/statistical_rethinking_inla
"Hot Spot Analysis - Geospatial data analysis in #rstats. Part 3 – Paul Julian II, PhD – Ecologist, Wetland Biogeochemist, Data-scientist, lover of Rstats.",spatial,article,https://swampthingecology.org/blog/hot-spot-analysis-geospatial-data-analysis-in-rstats.-part-3/
Open Source Football: Estimating Run/Pass Tendencies with tidyModels and nflfastR,models,article,https://www.opensourcefootball.com/posts/2020-09-07-estimating-runpass-tendencies-with-tidymodels-and-nflfastr/
covid_exposure • A quick look at the data exportable from Scotland's COVID-19 exposure notifications app.,visualisation,package,https://github.com/jakeybob/covid_exposure
Mean rolling correlation of XLF constituents - FOSS Trading,statistics,article,https://blog.fosstrading.com/2020/09/xlf-rolling-mean-correlation.html
"text2vec • Fast vectorization, topic modeling, distances and GloVe word embeddings in R.",visualisation,package,https://github.com/dselivanov/text2vec
shinydashboardPlus • shinydashboardPlus,shiny,article,https://rinterface.github.io/shinydashboardPlus/articles/shinydashboardPlus.html
Jekyll and HTML Widgets - Rob Williams,visualisation,article,https://jayrobwilliams.com/posts/2020/09/jekyll-html
scorpius • Trajectory inference for single-cell RNA-seq,visualisation,package,https://github.com/rcannood/scorpius
